REVENUE,NAME,EMAIL,FIRST_NAME,FAMILY_NAME,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CONTACTS_W_CUSTOMER_SERVICE,PRODUCT_CATEGORIES_VIEWED,AVG_TIME_PER_SITE_VISIT,CANCELLATIONS_AFTER_NOON,PC_LOGINS,MOBILE_LOGINS,WEEKLY_PLAN,LATE_DELIVERIES,AVG_PREP_VID_TIME,LARGEST_ORDER_SIZE,AVG_MEAN_RATING,TOTAL_PHOTOS_VIEWED
1610.00,Lewis Lanster,lewis.lanster@yahoo.com,Lewis,Lanster,46,5,3,5,121.10,0,6,2,7,18,129.68,4,3.7,621
3622.50,Aethelmure,aethelmure@gmail.com,Aethelmure,Aethelmure,146,7,3,7,268.30,0,5,1,0,0,92.05,7,3.7,304
1357.00,Alla Tyrell,alla.tyrell@gmail.com,Alla,Tyrell,44,2,3,6,95.20,2,6,1,46,0,84.75,2,3.7,10
1275.00,Allard Seaworth,allard.seaworth@gmail.com,Allard,Seaworth,31,6,3,1,106.90,2,5,1,0,0,231.30,2,3.7,10
1460.00,Axell Florent,axell.florent@verizon.com,Axell,Florent,146,7,3,3,154.80,1,6,2,46,0,210.74,5,3.7,13
3937.50,Benedict Broom,benedict.broom@jnj.com,Benedict,Broom,158,9,3,5,213.20,4,6,1,3,0,119.27,3,3.7,15
2640.00,Denys Mallister,denys.mallister@protonmail.com,Denys,Mallister,94,7,3,10,176.80,0,5,1,37,0,82.58,6,3.7,252
1499.00,Donnel Drumm,donnel.drumm@amex.com,Donnel,Drumm,43,7,3,2,145.60,1,5,1,13,0,71.96,4,3.7,11
1660.00,Eroeh,eroeh@yahoo.com,Eroeh,Eroeh,42,5,3,2,119.00,1,6,2,47,0,76.50,4,3.7,45
3097.50,Gurn,gurn@mmm.com,Gurn,Gurn,107,8,3,10,179.20,0,5,1,8,0,86.40,6,3.7,10
1036.00,Jason Mallister,jason.mallister@jpmorgan.com,Jason,Mallister,15,11,3,4,136.90,0,5,2,3,0,62.29,4,3.7,18
1125.00,Jonothor Darry,jonothor.darry@yahoo.com,Jonothor,Darry,25,5,3,7,92.80,4,6,2,1,0,57.00,3,3.7,7
1396.00,Kym,kym@hotmail.com,Kym,Kym,38,2,3,3,173.30,0,6,1,3,0,137.80,6,3.7,20
640.00,Marq Piper,marq.piper@aol.com,Marq,Piper,13,11,3,8,67.20,2,5,1,3,0,42.00,2,3.7,4
1350.00,Marwyn Belmore,marwyn.belmore@yahoo.com,Marwyn,Belmore,37,7,3,6,92.50,6,5,1,0,0,74.25,3,3.7,4
1189.00,Mycah,mycah@intel.com,Mycah,Mycah,121,6,3,4,153.50,1,6,2,3,0,70.18,6,3.7,3
1690.00,Old Henly,old.henly@aol.com,Old,Henly,43,4,3,2,126.40,1,6,1,14,0,157.00,5,3.7,15
1450.00,Roland Crakehall (Kingsguard),roland.crakehall.(kingsguard)@yahoo.com,Roland,Crakehall ,145,4,3,10,131.60,0,5,2,38,0,96.69,4,3.7,4
2688.00,Stiv,stiv@hotmail.com,Stiv,Stiv,90,7,3,8,203.70,0,6,1,14,0,111.41,6,3.7,3
1399.00,Walys Flowers,walys.flowers@live.com,Walys,Flowers,46,6,3,2,141.60,0,5,2,46,0,58.00,4,3.7,18
1850.00,Willis Wode,willis.wode@apple.com,Willis,Wode,56,9,3,5,204.40,5,6,1,13,0,107.00,5,3.7,280
1820.00,Roslin Frey,roslin.frey@yahoo.com,Roslin,Frey,45,8,3,7,142.80,3,5,1,4,3,123.39,4,3.4,17
1910.00,Walda Frey (daughter of Lothar),walda.frey.(daughter.of.lothar)@unitedhealth.com,Walda,Frey ,43,6,3,1,163.60,3,5,2,11,4,73.00,5,3.4,4
1550.00,Darla Deddings,darla.deddings@protonmail.com,Darla,Deddings,59,5,3,9,133.70,1,5,1,5,7,41.13,3,3.4,10
1500.00,Aegon II Targaryen,aegon.ii.targaryen@yahoo.com,Aegon,II Targaryen,36,6,3,7,158.80,1,6,2,0,8,72.00,4,3.4,3
2775.00,Lyonel (knight),lyonel.(knight)@gmail.com,Lyonel,,126,5,3,1,175.50,3,6,2,12,8,128.49,5,3.4,196
1485.00,Jason Lannister,jason.lannister@protonmail.com,Jason,Lannister,45,4,3,2,145.60,1,6,2,13,9,177.33,5,3.4,16
850.00,Gascoyne,gascoyne@goldmansacs.com,Gascoyne,Gascoyne,15,11,3,2,75.60,1,5,1,13,11,101.59,2,3.4,13
1188.00,Grazdan mo Eraz,grazdan.mo.eraz@me.com,Grazdan,mo Eraz,41,5,3,5,153.50,2,6,2,8,11,76.18,6,3.4,19
1395.00,Guthor Grimm,guthor.grimm@ge.org,Guthor,Grimm,67,5,3,7,162.70,0,5,2,7,13,84.42,8,3.4,19
4110.00,Aemond Targaryen,aemond.targaryen@walmart.com,Aemond,Targaryen,104,10,3,3,165.20,1,5,1,13,0,127.73,4,3.4,300
2887.50,Boros Blount,boros.blount@mcdonalds.com,Boros,Blount,54,6,3,10,150.10,4,5,2,12,0,38.84,4,3.4,340
2992.50,Clarence Crabb (Short),clarence.crabb.(short)@apple.com,Clarence,Crabb ,180,6,3,10,150.60,2,5,2,31,0,82.51,5,3.4,143
1800.00,Gulian,gulian@yahoo.com,Gulian,Gulian,42,8,3,7,179.00,4,6,1,13,0,137.50,4,3.4,360
1349.00,Gylbert Farwynd,gylbert.farwynd@protonmail.com,Gylbert,Farwynd,34,5,3,4,91.40,5,5,2,11,0,67.50,3,3.4,40
2820.00,Herbert Bolling,herbert.bolling@gmail.com,Herbert,Bolling,95,6,3,8,203.10,1,6,1,6,0,92.73,5,3.4,15
2130.00,Kaeth,kaeth@yahoo.com,Kaeth,Kaeth,50,5,3,5,163.00,0,6,2,11,0,94.50,4,3.4,171
1485.00,Kedge Whiteye,kedge.whiteye@disney.com,Kedge,Whiteye,44,9,3,7,105.50,4,5,1,0,0,25.29,2,3.4,16
1450.00,Kojja Mo,kojja.mo@yahoo.com,Kojja,Mo,31,3,3,3,94.10,2,6,1,0,0,80.04,2,3.4,124
1850.00,Lenyl,lenyl@merck.com,Lenyl,Lenyl,56,6,3,7,167.40,3,5,2,0,0,218.80,6,3.4,18
900.00,Lord Ashford,lord.ashford@yahoo.com,Lord,Ashford,15,12,3,3,104.00,5,6,2,37,0,74.00,4,3.4,5
1500.00,Lythene Frey,lythene.frey@protonmail.com,Lythene,Frey,33,4,3,2,162.00,3,5,2,9,0,105.91,6,3.4,10
1550.00,Manfred Dondarrion,manfred.dondarrion@protonmail.com,Manfred,Dondarrion,45,4,3,6,112.80,1,5,1,0,0,84.00,4,3.4,148
1850.00,Marwyn,marwyn@msn.com,Marwyn,Marwyn,142,5,3,2,147.00,5,5,2,0,0,95.65,4,3.4,68
1673.00,Mero,mero@hotmail.com,Mero,Mero,85,5,3,9,158.70,1,7,2,35,0,109.67,5,3.4,302
1449.00,Ravella Swann,ravella.swann@yahoo.com,Ravella,Swann,76,7,3,3,108.60,1,6,2,12,0,103.00,4,3.4,104
3262.50,Robett Glover,robett.glover@gmail.com,Robett,Glover,241,6,3,10,216.10,0,6,1,6,0,122.92,6,3.4,7
1745.00,Serala,serala@mcdonalds.com,Serala,Serala,148,6,3,4,157.60,0,6,1,7,0,105.75,5,3.4,90
1840.00,Shireen Baratheon,shireen.baratheon@gmail.com,Shireen,Baratheon,142,7,3,3,133.70,0,5,2,0,0,61.58,3,3.4,9
2640.00,Tagganaro,tagganaro@me.com,Tagganaro,Tagganaro,46,7,3,2,143.60,4,6,2,52,0,85.93,4,3.4,20
1350.00,Ternesio Terys,ternesio.terys@gmail.com,Ternesio,Terys,49,5,3,6,165.60,5,5,1,0,0,92.46,6,3.4,564
1850.00,Warryn Beesbury,warryn.beesbury@protonmail.com,Warryn,Beesbury,59,6,3,10,161.00,1,6,1,48,0,114.58,6,3.4,17
1655.00,Watty,watty@nike.com,Watty,Watty,39,4,3,5,111.00,0,5,1,0,0,95.01,2,3.4,104
1488.00,Lew (guard),lew.(guard)@jpmorgan.com,Lew,,49,5,3,1,112.00,4,5,2,12,4,114.10,3,3.2,165
1730.00,Ryles,ryles@gmail.com,Ryles,Ryles,56,8,3,5,121.70,2,5,2,35,4,93.47,4,3.2,9
2640.00,Marillion,marillion@protonmail.com,Marillion,Marillion,51,10,3,8,151.10,1,5,3,14,6,111.54,4,3.2,302
1845.00,Tytos Blackwood,tytos.blackwood@ibm.com,Tytos,Blackwood,45,6,3,2,130.60,0,6,1,0,6,52.22,3,3.2,135
2602.50,Walder Vance,walder.vance@yahoo.com,Walder,Vance,159,10,3,10,183.00,1,5,1,50,7,87.78,5,3.2,17
3750.00,Jon Hollard,jon.hollard@ge.org,Jon,Hollard,74,8,3,6,271.50,0,6,1,12,8,93.63,9,3.2,289
1630.00,Robin Moreland,robin.moreland@me.com,Robin,Moreland,50,8,3,6,136.20,0,5,2,11,10,96.97,4,3.2,491
2775.00,Vickon Botley,vickon.botley@gmail.com,Vickon,Botley,238,5,3,8,182.30,0,6,2,13,10,120.92,4,3.2,5
1375.00,Bradamar Frey,bradamar.frey@apple.com,Bradamar,Frey,72,4,3,8,88.90,2,6,2,9,0,119.95,4,3.2,11
1560.00,Cuger,cuger@nike.com,Cuger,Cuger,142,8,3,2,102.60,0,5,1,11,0,76.30,3,3.2,15
1775.00,Denys Darklyn,denys.darklyn@protonmail.com,Denys,Darklyn,60,7,3,3,214.00,0,5,2,0,0,89.70,5,3.2,5
2000.00,Dormund,dormund@gmail.com,Dormund,Dormund,63,5,3,10,130.20,4,6,1,22,0,40.03,3,3.2,182
3933.00,Garth Tyrell,garth.tyrell@msn.com,Garth,Tyrell,246,10,3,5,164.10,5,5,1,4,0,146.63,5,3.2,406
5325.00,Jon Connington,jon.connington@jnj.com,Jon,Connington,128,9,3,3,279.40,4,5,1,6,0,152.38,7,3.2,506
1750.00,Khrazz,khrazz@visa.com,Khrazz,Khrazz,135,7,3,6,173.70,0,6,2,2,0,78.85,5,3.2,14
1850.00,Loreza Sand,loreza.sand@protonmail.com,Loreza,Sand,39,5,3,1,144.20,1,6,2,36,0,120.17,4,3.2,571
1750.00,Lync,lync@jnj.com,Lync,Lync,67,4,3,10,148.40,0,6,2,4,0,117.43,5,3.2,15
1875.00,Lyonel Strong,lyonel.strong@yahoo.com,Lyonel,Strong,65,8,3,3,145.30,1,6,2,12,0,105.73,4,3.2,3
2820.00,Mudge (swineherd),mudge.(swineherd)@gmail.com,Mudge,,74,5,3,5,211.70,1,6,1,0,0,130.25,5,3.2,6
1220.00,Murenmure,murenmure@microsoft.com,Murenmure,Murenmure,59,6,3,4,138.30,0,6,1,13,0,164.35,4,3.2,11
1430.00,Olene Tyrell,olene.tyrell@mcdonalds.com,Olene,Tyrell,61,6,3,2,84.80,1,6,1,45,0,154.20,1,3.2,169
1910.00,Ossy,ossy@protonmail.com,Ossy,Ossy,52,6,3,7,150.40,1,5,1,2,0,32.82,5,3.2,14
1405.00,Robyn Rhysling,robyn.rhysling@gmail.com,Robyn,Rhysling,64,5,3,7,162.50,0,5,2,12,0,98.50,6,3.2,11
1160.00,Shella,shella@yahoo.com,Shella,Shella,35,4,3,8,91.00,0,5,1,0,0,84.92,3,3.2,12
131.00,Skinner,skinner@protonmail.com,Skinner,Skinner,13,11,3,9,73.30,1,6,1,12,0,140.84,2,3.2,12
3967.50,Tyene Sand,tyene.sand@mmm.com,Tyene,Sand,115,9,3,2,197.80,2,6,1,50,0,99.89,6,3.2,320
1400.00,Thormor Ironmaker,thormor.ironmaker@me.com,Thormor,Ironmaker,51,6,3,6,128.30,1,6,2,9,7,69.63,4,2.9,16
1699.00,Androw Ashford,androw.ashford@gmail.com,Androw,Ashford,54,7,3,2,103.40,0,5,2,0,8,129.28,4,2.9,335
3900.00,Aerion Targaryen,aerion.targaryen@live.com,Aerion,Targaryen,68,10,3,5,215.30,0,6,1,7,0,113.50,6,2.9,204
4500.00,Alester Norcross,alester.norcross@microsoft.com,Alester,Norcross,122,8,3,10,238.50,1,6,1,0,0,134.77,5,2.9,280
2018.00,Alia,alia@passport.com,Alia,Alia,65,5,3,7,182.00,1,6,1,37,0,137.00,6,2.9,288
1955.00,Alliser Thorne,alliser.thorne@gmail.com,Alliser,Thorne,150,4,3,2,160.40,2,5,1,0,0,97.78,5,2.9,20
1930.00,Black Balaq,black.balaq@ge.org,Black,Balaq,62,6,3,9,179.00,4,6,2,9,0,94.79,5,2.9,158
6150.00,Desmond Redwyne,desmond.redwyne@protonmail.com,Desmond,Redwyne,157,10,3,10,196.60,0,6,2,2,0,116.91,4,2.9,754
2835.00,Edmure Tully,edmure.tully@protonmail.com,Edmure,Tully,115,10,3,5,180.00,1,6,2,39,0,121.23,5,2.9,16
3367.50,Ellery Vance,ellery.vance@mcdonalds.com,Ellery,Vance,57,9,3,7,212.70,1,5,2,0,0,109.44,3,2.9,448
2895.00,Lambert Turnberry,lambert.turnberry@protonmail.com,Lambert,Turnberry,113,6,3,1,249.50,2,5,1,0,0,113.91,7,2.9,7
1580.00,Leonette Fossoway,leonette.fossoway@microsoft.com,Leonette,Fossoway,50,9,3,2,119.30,1,6,2,2,0,104.50,3,2.9,17
3798.00,Mikken,mikken@gmail.com,Mikken,Mikken,83,9,3,9,204.80,2,5,2,20,0,80.10,6,2.9,6
3585.00,Nail,nail@me.com,Nail,Nail,70,10,3,7,167.10,8,6,2,12,0,166.80,4,2.9,19
1800.00,Spotted Pate of Maidenpool,spotted.pate.of.maidenpool@yahoo.com,Spotted,Pate of Maidenpool,52,8,3,4,128.00,3,6,2,0,0,49.70,3,2.9,13
2509.50,Tybolt Hetherspoon,tybolt.hetherspoon@yahoo.com,Tybolt,Hetherspoon,51,6,3,2,165.60,2,5,1,4,0,311.70,5,2.9,112
2602.50,Willam Stark,willam.stark@protonmail.com,Willam,Stark,55,8,3,1,159.50,1,5,2,43,0,93.87,4,2.9,226
4725.00,Petyr Frey,petyr.frey@jnj.com,Petyr,Frey,151,9,3,7,171.00,2,5,1,0,13,138.91,4,2.6,436
3988.50,Scarb,scarb@microsoft.com,Scarb,Scarb,101,7,3,10,210.00,1,5,1,7,14,96.09,6,2.6,120
4575.00,Eustace (Dance of the Dragons),eustace.(dance.of.the.dragons)@visa.com,Eustace,,188,8,3,10,181.60,3,6,2,0,0,127.69,5,2.6,378
4110.00,Galazza Galare,galazza.galare@jpmorgan.com,Galazza,Galare,81,9,3,5,250.40,1,5,2,39,0,116.98,9,2.6,245
4462.00,Garrett Flowers,garrett.flowers@jnj.com,Garrett,Flowers,121,9,3,7,271.30,2,6,2,0,0,142.48,9,2.6,268
3900.00,Hop-Robin,hop-robin@protonmail.com,Hop-Robin,Hop-Robin,76,7,3,6,263.00,0,6,2,0,0,88.00,6,2.6,473
4798.50,Jhogo,jhogo@yahoo.com,Jhogo,Jhogo,179,9,3,2,233.40,1,6,2,15,0,135.58,8,2.6,162
3951.00,Kyle Condon,kyle.condon@ge.org,Kyle,Condon,147,9,3,7,158.20,1,5,2,1,0,125.04,5,2.6,302
4996.50,Thoren Smallwood,thoren.smallwood@merck.com,Thoren,Smallwood,393,10,3,7,274.80,1,5,2,30,0,133.18,7,2.6,270
4519.00,Daryn Hornwood,daryn.hornwood@gmail.com,Daryn,Hornwood,238,9,3,2,229.60,2,5,1,0,3,134.78,8,2.4,420
5100.00,Willit,willit@protonmail.com,Willit,Willit,181,9,3,2,194.00,0,7,1,9,4,101.59,6,2.4,450
3352.50,Joffrey Caswell,joffrey.caswell@pfizer.com,Joffrey,Caswell,87,9,3,2,179.50,1,6,1,3,6,108.03,6,2.4,121
1400.00,Groleo,groleo@yahoo.com,Groleo,Groleo,64,4,3,8,149.90,1,7,1,0,7,85.00,3,2.4,12
5100.00,Harle the Handsome,harle.the.handsome@verizon.com,Harle,the Handsome,155,10,3,3,269.00,2,5,1,30,7,132.50,6,2.4,12
1950.00,Jonos Bracken,jonos.bracken@protonmail.com,Jonos,Bracken,50,6,3,6,145.50,1,6,2,19,0,39.40,4,2.4,143
3105.00,Moro,moro@protonmail.com,Moro,Moro,258,7,3,8,163.60,1,6,1,13,0,128.01,6,2.4,208
3495.00,Mother Mole,mother.mole@aol.com,Mother,Mole,130,8,3,10,146.40,2,6,2,36,0,162.56,4,2.4,84
5563.50,Timett,timett@msn.com,Timett,Timett,197,8,3,1,252.00,1,6,2,11,0,231.03,8,2.4,20
5520.00,Val,val@ibm.com,Val,Val,265,10,3,2,249.20,2,7,2,0,0,138.36,6,2.4,730
2707.50,Roelle,roelle@protonmail.com,Roelle,Roelle,105,7,3,10,185.20,2,5,2,12,3,91.66,5,2.1,320
4050.00,Darlessa Marbrand,darlessa.marbrand@protonmail.com,Darlessa,Marbrand,155,8,3,3,225.00,1,5,1,0,0,141.50,5,2.1,232
3000.00,Oro Tendyris,oro.tendyris@dupont.com,Oro,Tendyris,63,6,3,6,195.80,2,5,1,12,0,113.25,7,2.1,18
1245.00,Samwell Tarly,samwell.tarly@pg.com,Samwell,Tarly,103,6,3,1,88.20,1,5,2,5,6,126.08,3,4.7,15
1345.00,Tansy (orphan),tansy.(orphan)@microsoft.com,Tansy,,47,3,3,9,100.80,1,5,2,8,6,90.23,4,4.7,8
1599.00,Alyn Ambrose,alyn.ambrose@yahoo.com,Alyn,Ambrose,40,3,3,3,115.20,1,5,1,0,0,99.47,4,4.7,5
1300.00,Donnel Haigh,donnel.haigh@cisco.com,Donnel,Haigh,41,4,3,2,86.40,0,6,2,48,0,78.30,3,4.7,13
1470.00,Jeyne Westerling,jeyne.westerling@yahoo.com,Jeyne,Westerling,42,8,3,10,114.30,1,6,2,7,0,75.00,3,4.7,18
1530.00,Kegs,kegs@hotmail.com,Kegs,Kegs,110,5,3,4,138.20,1,5,2,47,0,84.50,4,4.7,9
1399.00,Manfred Swann,manfred.swann@gmail.com,Manfred,Swann,83,3,3,10,142.20,4,5,2,11,0,127.42,4,4.7,16
623.00,Young Henly,young.henly@gmail.com,Young,Henly,14,11,3,1,86.40,1,6,2,12,0,90.81,3,4.7,17
980.00,Harys Haigh,harys.haigh@yahoo.com,Harys,Haigh,15,12,3,10,109.20,0,5,1,1,7,23.77,4,4.5,12
1490.00,Jon Penny,jon.penny@gmail.com,Jon,Penny,64,6,3,3,143.20,2,6,1,12,7,64.15,4,4.5,4
800.00,Delena Florent,delena.florent@protonmail.com,Delena,Florent,14,12,3,2,74.70,0,5,1,10,9,47.08,2,4.5,20
1420.00,Tarle,tarle@boeing.com,Tarle,Tarle,34,3,3,2,105.60,3,6,2,13,10,78.50,4,4.5,15
1095.00,Azzak,azzak@pg.com,Azzak,Azzak,13,11,3,3,79.20,2,5,1,0,0,81.22,3,4.5,6
1385.00,Colemon,colemon@protonmail.com,Colemon,Colemon,138,4,3,2,89.40,2,6,1,0,0,77.50,3,4.5,5
1400.00,Helly,helly@gmail.com,Helly,Helly,53,6,3,6,113.60,1,5,2,0,0,89.00,3,4.5,12
823.00,Joanna Swyft,joanna.swyft@msn.com,Joanna,Swyft,14,11,3,7,134.40,2,6,2,46,0,98.20,6,4.5,8
1390.00,Narbo,narbo@unitedtech.com,Narbo,Narbo,129,5,3,2,165.20,2,5,1,0,0,108.00,5,4.5,13
393.00,Saathos,saathos@unitedhealth.com,Saathos,Saathos,14,12,3,10,33.40,4,5,0,0,0,48.00,1,4.5,5
1350.00,Maerie (Goodwife),maerie.(goodwife)@walmart.com,Maerie,,65,5,3,3,165.60,2,6,2,14,4,104.10,6,4.2,6
1580.00,Steffon Stackspear,steffon.stackspear@protonmail.com,Steffon,Stackspear,60,7,3,3,135.20,1,6,1,0,5,93.64,5,4.2,143
880.00,Addam Velaryon,addam.velaryon@goldmansacs.com,Addam,Velaryon,14,12,3,2,109.20,1,6,2,16,0,138.78,4,4.2,381
1190.00,Andrik,andrik@caterpillar.com,Andrik,Andrik,45,5,3,3,125.10,3,7,2,3,0,200.46,4,4.2,9
975.00,Beck,beck@unitedhealth.com,Beck,Beck,14,11,3,3,186.40,1,6,1,9,0,59.52,7,4.2,188
900.00,Ebrose,ebrose@mcdonalds.com,Ebrose,Ebrose,15,12,3,3,96.00,2,6,2,14,0,213.31,3,4.2,9
854.00,Garrett Paege,garrett.paege@jpmorgan.com,Garrett,Paege,12,11,3,6,98.70,0,5,1,18,0,12.80,2,4.2,232
1140.00,Jon Snow,jon.snow@cocacola.com,Jon,Snow,36,5,3,6,115.90,0,5,1,7,0,79.06,3,4.2,20
3300.00,Jorah Stark,jorah.stark@protonmail.com,Jorah,Stark,81,8,3,2,234.00,4,5,2,37,0,91.42,7,4.2,18
1395.00,Joramun,joramun@aol.com,Joramun,Joramun,116,6,3,4,104.90,1,5,1,50,0,41.35,3,4.2,149
1190.00,Lum,lum@yahoo.com,Lum,Lum,40,8,3,3,148.00,3,6,2,9,0,59.00,4,4.2,18
1080.00,Maegor I Targaryen,maegor.i.targaryen@live.com,Maegor,I Targaryen,13,11,3,3,151.00,0,6,2,12,0,88.84,5,4.2,13
1270.00,Mandon Moore,mandon.moore@yahoo.com,Mandon,Moore,30,5,3,9,110.70,2,6,1,3,0,82.50,3,4.2,10
1400.00,Mazdhan zo Loraq,mazdhan.zo.loraq@amex.com,Mazdhan,zo Loraq,59,6,3,3,166.80,4,6,1,12,0,93.00,4,4.2,18
1379.00,Morrec,morrec@merck.com,Morrec,Morrec,79,3,3,2,89.20,0,6,1,7,0,203.03,3,4.2,47
1550.00,Pylos,pylos@verizon.com,Pylos,Pylos,87,3,3,4,127.30,1,6,1,0,0,148.80,3,4.2,9
1430.00,Renfred Rykker,renfred.rykker@protonmail.com,Renfred,Rykker,43,5,3,4,147.30,0,5,1,32,0,258.95,3,4.2,12
1290.00,Robin,robin@yahoo.com,Robin,Robin,33,3,3,2,114.40,0,5,1,9,0,90.71,4,4.2,14
1240.00,Scolera,scolera@gmail.com,Scolera,Scolera,27,7,3,5,104.00,2,6,2,8,0,88.30,3,4.2,136
1650.00,Squinty Jeyne,squinty.jeyne@aol.com,Squinty,Jeyne,127,8,3,7,143.10,1,5,2,46,0,88.50,4,4.2,305
1390.00,Symon Hollard,symon.hollard@protonmail.com,Symon,Hollard,33,6,3,4,109.20,1,5,1,51,0,112.16,4,4.2,116
1650.00,Lester,lester@protonmail.com,Lester,Lester,119,7,3,2,135.00,1,4,1,0,4,104.40,5,3.9,174
913.00,Jommo,jommo@hotmail.com,Jommo,Jommo,14,12,3,3,88.60,1,5,1,0,9,62.84,2,3.9,15
2680.50,Ollidor,ollidor@passport.com,Ollidor,Ollidor,122,7,3,6,198.80,1,5,2,14,9,142.70,7,3.9,410
1255.00,Eustace Hunter,eustace.hunter@gmail.com,Eustace,Hunter,32,7,3,9,90.20,2,5,1,2,12,57.73,4,3.9,75
2512.50,Smiling Knight,smiling.knight@yahoo.com,Smiling,Knight,54,7,3,9,149.40,1,5,1,8,12,161.96,3,3.9,9
1840.00,Eldiss,eldiss@amex.com,Eldiss,Eldiss,53,9,3,2,154.00,2,7,1,10,14,92.09,4,3.9,4
1439.00,Amabel,amabel@goldmansacs.com,Amabel,Amabel,30,4,3,8,169.60,3,6,2,14,0,134.73,6,3.9,15
3000.00,Becca,becca@walmart.com,Becca,Becca,209,6,3,2,267.30,1,5,1,9,0,123.88,7,3.9,229
1350.00,Bryan of Oldtown,bryan.of.oldtown@yahoo.com,Bryan,of Oldtown,61,6,3,7,127.10,0,5,2,0,0,211.86,5,3.9,15
2565.00,Carellen Smallwood,carellen.smallwood@yahoo.com,Carellen,Smallwood,67,8,3,5,203.40,1,6,1,12,0,91.75,6,3.9,573
1725.00,Dalla (Dragonstone),dalla.(dragonstone)@protonmail.com,Dalla,,64,6,3,3,147.10,3,6,2,2,0,32.30,4,3.9,894
1330.00,Deana Hardyng,deana.hardyng@jpmorgan.com,Deana,Hardyng,38,5,3,4,157.30,1,6,2,8,0,57.20,4,3.9,8
1790.00,Drennan,drennan@amex.com,Drennan,Drennan,68,7,3,9,134.90,0,6,2,12,0,91.50,4,3.9,108
1349.00,Elyana Vypren,elyana.vypren@yahoo.com,Elyana,Vypren,48,4,3,4,117.60,1,6,1,8,0,55.00,2,3.9,20
1315.00,Grisel,grisel@aol.com,Grisel,Grisel,27,3,3,8,179.50,1,5,1,12,0,120.50,5,3.9,335
1280.00,Halmon Paege,halmon.paege@gmail.com,Halmon,Paege,27,3,3,3,132.40,5,5,2,4,0,62.00,4,3.9,5
1755.00,Hareth (Mole's Town),hareth.(mole's.town)@gmail.com,Hareth,,71,7,3,10,124.20,3,6,2,2,0,98.00,4,3.9,320
1450.00,Helman Tallhart,helman.tallhart@passport.com,Helman,Tallhart,76,5,3,10,113.80,0,5,2,6,0,104.82,4,3.9,63
2610.00,Jate Blackberry,jate.blackberry@me.com,Jate,Blackberry,71,9,3,2,203.50,5,6,2,26,0,89.05,6,3.9,180
1280.00,Leobald Tallhart,leobald.tallhart@jpmorgan.com,Leobald,Tallhart,50,7,3,2,164.70,3,5,1,42,0,64.58,4,3.9,15
1150.00,Liane Vance,liane.vance@protonmail.com,Liane,Vance,33,3,3,3,99.50,3,5,2,13,0,59.20,3,3.9,8
1320.00,Lucas Corbray,lucas.corbray@cisco.com,Lucas,Corbray,29,8,3,2,122.40,1,6,2,12,0,76.64,3,3.9,7
2700.00,Owen (brother of Meribald),owen.(brother.of.meribald)@gmail.com,Owen,,53,7,3,5,184.00,2,5,2,13,0,123.20,4,3.9,19
1530.00,Perriane Frey,perriane.frey@boeing.com,Perriane,Frey,37,5,3,3,130.60,3,7,2,0,0,80.12,3,3.9,4
1570.00,Perros Blackmont,perros.blackmont@live.com,Perros,Blackmont,33,4,3,8,149.70,0,5,1,9,0,55.00,3,3.9,11
1319.00,Shyra,shyra@protonmail.com,Shyra,Shyra,44,6,3,4,79.60,2,6,1,21,0,74.89,2,3.9,15
1300.00,Tallad,tallad@gmail.com,Tallad,Tallad,120,6,3,4,89.90,0,5,2,40,0,84.00,3,3.9,89
1680.00,Tommen Costayne,tommen.costayne@unitedtech.com,Tommen,Costayne,120,7,3,4,174.20,1,5,2,9,0,176.71,6,3.9,14
1290.00,Valaena Velaryon,valaena.velaryon@gmail.com,Valaena,Velaryon,53,5,3,9,238.00,0,5,1,14,0,189.50,5,3.9,113
1050.00,Gran Goodbrother,gran.goodbrother@amex.com,Gran,Goodbrother,13,12,3,3,125.80,3,6,1,43,3,93.60,4,3.7,9
1350.00,Urek Ironmaker,urek.ironmaker@unitedhealth.com,Urek,Ironmaker,137,3,3,10,147.00,0,6,1,0,3,81.72,5,3.7,12
1841.00,Balman Byrch,balman.byrch@protonmail.com,Balman,Byrch,168,8,3,2,141.90,0,6,1,6,4,85.50,5,3.7,6
2010.00,Janna Tyrell,janna.tyrell@pfizer.com,Janna,Tyrell,120,7,3,2,156.00,2,6,1,39,4,100.96,5,3.7,17
1730.00,Kromm,kromm@gmail.com,Kromm,Kromm,56,5,3,6,163.20,1,6,1,48,5,94.30,5,3.7,252
1380.00,Ermesande Hayford,ermesande.hayford@hotmail.com,Ermesande,Hayford,51,6,3,2,145.60,0,6,2,0,6,172.19,4,3.7,7
2059.00,Hosman Norcross,hosman.norcross@me.com,Hosman,Norcross,205,9,3,6,166.50,0,5,2,11,6,76.25,5,3.7,3
1360.00,Dalbridge,dalbridge@gmail.com,Dalbridge,Dalbridge,125,6,3,10,104.00,1,5,2,14,7,79.42,4,3.7,7
1730.00,Draqaz,draqaz@mcdonalds.com,Draqaz,Draqaz,57,7,3,5,142.20,1,5,2,0,8,117.46,5,3.7,6
1890.00,Barth (brewer),barth.(brewer)@nike.com,Barth,,120,10,3,4,122.80,1,5,2,10,9,48.71,3,3.7,20
